"Client"	"RegistrationDt"	"Age"	"Gender"	"MaritalStatus"	"HasChildren"	"NumChildren"	"PostalCode"	"Zone"	"City"
"13833"	"SNC000005823203"	"2008-01-01 00:00:00.000"	60	"F"	"S"	"Y"	2	"4585-028"	"PORTO"	"Baltar"
"13834"	"SNC000005823247"	"2008-12-06 00:00:00.000"	62	"M"	""	"Y"	1	"4300-149"	"PORTO"	"PORTO"
"13835"	"SNC000005824258"	"2011-11-09 00:00:00.000"	52	"M"	""	"N"	0	"4780-207"	"PORTO"	"SANTO TIRSO"
"13836"	"SNC000005826109"	"2011-06-17 00:00:00.000"	52	"M"	"M"	"Y"	1	"4405-633"	"PORTO"	"V.N.GAIA"
"13837"	"SNC000005827270"	"2009-07-31 00:00:00.000"	68	"M"	""	"Y"	1	"4100-009"	"PORTO"	"PORTO"
"13838"	"SNC000005828761"	"2010-06-28 00:00:00.000"	52	"M"	"M"	"N"	3	"4435-048"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"13839"	"SNC000005831893"	"2009-01-08 00:00:00.000"	53	"F"	""	"N"	0	"4420-355"	"RIO TINTO - GONDOMAR"	"GONDOMAR"
"13840"	"SNC000005837461"	"2009-06-12 00:00:00.000"	63	"F"	"M"	"Y"	2	"4050-081"	"PORTO"	"PORTO"
"13841"	"SNC000005841847"	"2009-06-23 00:00:00.000"	61	"M"	"S"	"N"	0	"4435-182"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"13842"	"SNC000005842437"	"2009-10-23 00:00:00.000"	60	"F"	"S"	"N"	0	"4000-054"	"PORTO"	"PORTO"
"13843"	"SNC000005843016"	"2010-09-14 00:00:00.000"	80	"F"	"S"	"N"	0	"4000-239"	"PORTO"	"PORTO"
"13844"	"SNC000005843483"	"2013-07-10 00:00:00.000"	58	"M"	"S"	"Y"	1	"4000-307"	"PORTO"	"PORTO"
"13845"	"SNC000005845037"	"2008-08-04 00:00:00.000"	58	"M"	"S"	"Y"	2	"4000-114"	"PORTO"	"PORTO"
"13846"	"SNC000005845048"	"2010-09-14 00:00:00.000"	43	"F"	"M"	"N"	1	"4430-359"	"PORTO"	"V.N.GAIA"
"13847"	"SNC000005850728"	"2009-12-14 00:00:00.000"	69	"M"	"M"	"Y"	1	"4465-700"	"PORTO"	"LEÇA DO BALIO"
"13848"	"SNC000005850944"	"2008-10-31 00:00:00.000"	68	"M"	"M"	"Y"	4	"4250-017"	"PORTO"	"PORTO"
"13849"	"SNC000005851451"	"2009-04-24 00:00:00.000"	71	"F"	"M"	"Y"	1	"4200-208"	"PORTO"	"PORTO"
"13850"	"SNC000005853163"	"2008-01-01 00:00:00.000"	53	"M"	"S"	"Y"	2	"4300-218"	"PORTO"	"PORTO"
"13851"	"SNC000005853995"	"2011-08-17 00:00:00.000"	60	"F"	"S"	"Y"	1	"4425-120"	"PORTO"	"MAIA"
"13852"	"SNC000005856620"	"2008-12-09 00:00:00.000"	77	"F"	""	"N"	0	"4550-151"	"OUTROS"	"CASTELO DE PAIVA"
"13853"	"SNC000005858371"	"2008-12-06 00:00:00.000"	65	"M"	""	"Y"	1	"4475-806"	"PORTO"	"MAIA"
"13854"	"SNC000005861362"	"2009-07-31 00:00:00.000"	63	"M"	"M"	"Y"	1	"4440-365"	"PORTO"	"SOBRADO"
"13855"	"SNC000005863234"	"2011-08-17 00:00:00.000"	60	"F"	"S"	"N"	0	"4350-103"	"PORTO"	"PORTO"
"13856"	"SNC000005864634"	"2010-03-11 00:00:00.000"	55	"M"	"M"	"Y"	1	"4580-104"	"PORTO"	"PAREDES"
"13857"	"SNC000005867017"	"2009-04-24 00:00:00.000"	52	"M"	"S"	"Y"	1	"4430-017"	"PORTO"	"V.N.GAIA"
"13858"	"SNC000005867552"	"2009-01-08 00:00:00.000"	60	"M"	""	"N"	0	"4300-142"	"PORTO"	"PORTO"
"13859"	"SNC000005868937"	"2008-01-01 00:00:00.000"	64	"M"	"S"	"N"	0	"4050-485"	"PORTO"	"PORTO"
"13860"	"SNC000005875066"	"2008-09-25 00:00:00.000"	54	"F"	""	"N"	0	"4435-005"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"13861"	"SNC000005875480"	"2009-04-23 00:00:00.000"	60	"F"	""	"Y"	2	"4435-318"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"13862"	"SNC000005875803"	"2008-10-02 00:00:00.000"	60	"M"	"S"	"Y"	3	"4425-166"	"PORTO"	"MAIA"
"13863"	"SNC000005877620"	"2008-08-13 00:00:00.000"	57	"F"	""	"Y"	3	"4425-099"	"PORTO"	"MAIA"
"13864"	"SNC000005877627"	"2008-08-15 00:00:00.000"	56	"F"	"S"	"N"	0	"4300-018"	"PORTO"	"PORTO"
"13865"	"SNC000005880605"	"2012-01-31 00:00:00.000"	62	"F"	""	"N"	0	"4250-289"	"PORTO"	"PORTO"
"13866"	"SNC000005881230"	"2011-08-17 00:00:00.000"	63	"F"	"M"	"Y"	2	"4465-267"	"PORTO"	"SÃO MAMEDE DE INFESTA"
"13867"	"SNC000005881248"	"2008-08-04 00:00:00.000"	62	"F"	""	"Y"	1	"4465-610"	"PORTO"	"LEÇA DO BALIO"
"13868"	"SNC000005881703"	"2009-04-07 00:00:00.000"	60	"M"	"M"	"Y"	3	"4425-706"	"PORTO"	"MAIA"
"13869"	"SNC000005882244"	"2009-05-04 00:00:00.000"	63	"M"	"S"	"N"	1	"4000-208"	"PORTO"	"PORTO"
"13870"	"SNC000005883881"	"2009-03-10 00:00:00.000"	66	"F"	"M"	"Y"	3	"4250-173"	"PORTO"	"PORTO"
"13871"	"SNC000005884321"	"2010-06-28 00:00:00.000"	56	"F"	"M"	"Y"	1	"4425-111"	"PORTO"	"MAIA"
"13872"	"SNC000005884324"	"2009-04-07 00:00:00.000"	61	"F"	""	"Y"	1	"4445-244"	"PORTO"	"ALFENA"
"13873"	"SNC000005885039"	"2008-09-22 00:00:00.000"	59	"F"	"M"	"Y"	1	"4435-053"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"13874"	"SNC000005885044"	"2009-05-20 00:00:00.000"	56	"M"	""	"Y"	4	"4435-450"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"13875"	"SNC000005889181"	"2008-01-01 00:00:00.000"	64	"M"	"S"	"Y"	1	"4535-040"	"OUTROS"	"Lourosa"
"13876"	"SNC000005889267"	"2008-08-04 00:00:00.000"	51	"M"	"S"	"Y"	1	"4250-420"	"PORTO"	"PORTO"
"13877"	"SNC000005889552"	"2008-01-01 00:00:00.000"	66	"M"	"S"	"N"	0	"4200-518"	"PORTO"	"PORTO"
"13878"	"SNC000005892854"	"2011-11-24 00:00:00.000"	51	"F"	"M"	"Y"	1	"4200-018"	"PORTO"	"PORTO"
"13879"	"SNC000005896034"	"2008-09-25 00:00:00.000"	55	"M"	""	"N"	0	"4250-134"	"PORTO"	"PORTO"
"13880"	"SNC000005896582"	"2009-07-21 00:00:00.000"	63	"M"	"S"	"N"	0	"4510-468"	"PORTO"	"FÂNZERES"
"13881"	"SNC000005900078"	"2008-08-13 00:00:00.000"	59	"M"	""	"N"	0	"4400-361"	"PORTO"	"V.N.GAIA"
"13882"	"SNC000005901254"	"2009-05-20 00:00:00.000"	81	"F"	""	"N"	0	"4050-582"	"PORTO"	"PORTO"
"13883"	"SNC000005901419"	"2009-04-23 00:00:00.000"	54	"M"	"S"	"N"	0	"4415-660"	"PORTO"	"LEVER"
"13884"	"SNC000005901892"	"2009-04-07 00:00:00.000"	57	"M"	"S"	"Y"	2	"4050-042"	"PORTO"	"PORTO"
"13885"	"SNC000005902535"	"2009-05-04 00:00:00.000"	61	"F"	"S"	"Y"	1	"4460-230"	"PORTO"	"SENHORA DA HORA"
"13886"	"SNC000005902745"	"2011-10-07 00:00:00.000"	51	"M"	""	"Y"	2	"4050-223"	"PORTO"	"PORTO"
"13887"	"SNC000005904397"	"2009-06-23 00:00:00.000"	62	"M"	"M"	"N"	0	"4420-213"	"RIO TINTO - GONDOMAR"	"GONDOMAR"
"13888"	"SNC000005904704"	"2008-10-02 00:00:00.000"	60	"F"	"S"	"N"	0	"4250-344"	"PORTO"	"PORTO"
"13889"	"SNC000005904783"	"2011-03-09 00:00:00.000"	51	"F"	"S"	"N"	0	"4250-011"	"PORTO"	"PORTO"
"13890"	"SNC000005904832"	"2010-08-10 00:00:00.000"	55	"F"	"M"	"Y"	1	"4435-311"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"13891"	"SNC000005906330"	"2011-08-17 00:00:00.000"	62	"F"	"M"	"Y"	2	"4050-371"	"PORTO"	"PORTO"
"13892"	"SNC000005910458"	"2009-01-08 00:00:00.000"	59	"M"	""	"N"	1	"4405-908"	"PORTO"	"V.N.GAIA"
"13893"	"SNC000005910888"	"2008-10-31 00:00:00.000"	62	"M"	"S"	"N"	0	"4450-777"	"PORTO"	"MATOSINHOS"
"13894"	"SNC000005911074"	"2009-05-04 00:00:00.000"	51	"F"	""	"Y"	1	"4150-746"	"PORTO"	"PORTO"
"13895"	"SNC000005912476"	"2009-06-29 00:00:00.000"	57	"F"	""	"N"	0	"4150-554"	"PORTO"	"PORTO"
"13896"	"SNC000005912970"	"2009-10-23 00:00:00.000"	55	"M"	"M"	"Y"	2	"4435-666"	"RIO TINTO - GONDOMAR"	"BAGUIM DO MONTE"
"13897"	"SNC000005913830"	"2009-07-31 00:00:00.000"	57	"F"	"M"	"Y"	3	"4425-624"	"PORTO"	"MAIA"
"13898"	"SNC000005913852"	"2010-04-02 00:00:00.000"	51	"M"	"M"	"Y"	1	"4200-262"	"PORTO"	"PORTO"
"13899"	"SNC000005914235"	"2009-04-24 00:00:00.000"	64	"M"	"S"	"N"	0	"4430-525"	"PORTO"	"V.N.GAIA"
"13900"	"SNC000005914425"	"2010-06-28 00:00:00.000"	53	"F"	"M"	"N"	0	"4445-210"	"PORTO"	"ALFENA"
"13901"	"SNC000005914557"	"2008-09-25 00:00:00.000"	62	"F"	"M"	"Y"	1	"4690"	"OUTROS"	"CINFÃES"
"13902"	"SNC000005915166"	"2010-06-28 00:00:00.000"	56	"F"	"M"	"Y"	3	"4250-017"	"PORTO"	"PORTO"
"13903"	"SNC000005915429"	"2011-03-09 00:00:00.000"	51	"F"	"M"	"Y"	2	"4250-316"	"PORTO"	"PORTO"
"13904"	"SNC000005918144"	"2009-06-23 00:00:00.000"	58	"F"	"M"	"Y"	2	"4430-259"	"PORTO"	"V.N.GAIA"
"13905"	"SNC000005919455"	"2009-06-29 00:00:00.000"	52	"M"	""	"Y"	2	"4200-180"	"PORTO"	"PORTO"
"13906"	"SNC000005919897"	"2009-05-20 00:00:00.000"	58	"F"	"S"	"Y"	1	"4465-092"	"PORTO"	"SÃO MAMEDE DE INFESTA"
"13907"	"SNC000005920302"	"2009-03-12 00:00:00.000"	56	"F"	"M"	"Y"	2	"4050-229"	"PORTO"	"PORTO"
"13908"	"SNC000005920982"	"2008-08-05 00:00:00.000"	52	"F"	""	"N"	0	"4425-656"	"PORTO"	"MAIA"
"13909"	"SNC000005921074"	"2009-04-23 00:00:00.000"	55	"M"	""	"N"	1	"4250-070"	"PORTO"	"PORTO"
"13910"	"SNC000005922292"	"2008-12-06 00:00:00.000"	55	"M"	""	"Y"	3	"4445-537"	"PORTO"	"ERMESINDE"
"13911"	"SNC000005922621"	"2009-02-11 00:00:00.000"	55	"M"	"S"	"N"	0	"4250-363"	"PORTO"	"PORTO"
"13912"	"SNC000005922887"	"2009-04-24 00:00:00.000"	52	"M"	""	"N"	0	"4300-169"	"PORTO"	"PORTO"
"13913"	"SNC000005923388"	"2009-04-24 00:00:00.000"	50	"F"	"S"	"N"	0	"4440-565"	"PORTO"	"VALONGO"
"13914"	"SNC000005923403"	"2011-05-22 00:00:00.000"	54	"F"	"S"	"N"	0	"4425-603"	"PORTO"	"MAIA"
"13915"	"SNC000005924037"	"2009-06-23 00:00:00.000"	51	"M"	"M"	"N"	0	"4400-334"	"PORTO"	"V.N.GAIA"
"13916"	"SNC000005925272"	"2012-01-31 00:00:00.000"	51	"F"	""	"Y"	1	"4430-518"	"PORTO"	"V.N.GAIA"
"13917"	"SNC000005925924"	"2009-11-20 00:00:00.000"	53	"M"	"S"	"N"	0	"4400-485"	"PORTO"	"V.N.GAIA"
"13918"	"SNC000005926416"	"2009-07-24 00:00:00.000"	52	"F"	"S"	"Y"	1	"4400-164"	"PORTO"	"V.N.GAIA"
"13919"	"SNC000005927149"	"2010-04-02 00:00:00.000"	51	"M"	""	"N"	0	"4250-335"	"PORTO"	"PORTO"
"13920"	"SNC000005928294"	"2009-11-20 00:00:00.000"	56	"M"	"S"	"Y"	1	"4000-029"	"PORTO"	"PORTO"
"13921"	"SNC000005928336"	"2008-12-09 00:00:00.000"	52	"M"	""	"N"	0	"4445-480"	"PORTO"	"ERMESINDE"
"13922"	"SNC000005928411"	"2008-10-09 00:00:00.000"	51	"F"	"S"	"N"	0	"4425-697"	"PORTO"	"MAIA"
"13923"	"SNC000005930614"	"2009-05-04 00:00:00.000"	59	"M"	""	"Y"	2	"4400-091"	"PORTO"	"V.N.GAIA"
"13924"	"SNC000005930639"	"2009-06-23 00:00:00.000"	55	"F"	"S"	"Y"	4	"4400-312"	"PORTO"	"V.N.GAIA"
"13925"	"SNC000005932237"	"2011-08-17 00:00:00.000"	52	"F"	"S"	"Y"	2	"4250-526"	"PORTO"	"PORTO"
"13926"	"SNC000005932676"	"2008-01-01 00:00:00.000"	52	"F"	""	"N"	0	"4050-587"	"PORTO"	"PORTO"
"13927"	"SNC000005932969"	"2008-01-01 00:00:00.000"	51	"M"	""	"N"	1	"4435-047"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"13928"	"SNC000005933454"	"2008-08-15 00:00:00.000"	51	"F"	"S"	"Y"	2	"4200-197"	"PORTO"	"PORTO"
"13929"	"SNC000005934032"	"2011-05-22 00:00:00.000"	52	"F"	"M"	"Y"	2	"4435-816"	"RIO TINTO - GONDOMAR"	"BAGUIM DO MONTE"
"13930"	"SNC000005934080"	"2011-11-24 00:00:00.000"	51	"M"	""	"N"	0	"4350-173"	"PORTO"	"PORTO"
"13931"	"SNC000005934480"	"2009-04-07 00:00:00.000"	51	"F"	"M"	"N"	1	"4415-026"	"PORTO"	"PEROSINHO"
"13932"	"SNC000005934797"	"2008-08-13 00:00:00.000"	55	"F"	"M"	"Y"	4	"4425-656"	"PORTO"	"MAIA"
"13933"	"SNC000005934965"	"2009-07-21 00:00:00.000"	52	"F"	"S"	"Y"	1	"4250-224"	"PORTO"	"PORTO"
"13934"	"SNC000005935221"	"2009-04-07 00:00:00.000"	48	"F"	"M"	"Y"	1	"4470-135"	"PORTO"	"MAIA"
"13935"	"SNC000005935226"	"2010-06-28 00:00:00.000"	53	"F"	"S"	"N"	0	"4460-381"	"PORTO"	"SENHORA DA HORA"
"13936"	"SNC000005935773"	"2010-12-10 00:00:00.000"	51	"F"	""	"N"	0	"4000-363"	"PORTO"	"PORTO"
"13937"	"SNC000005935925"	"2008-09-25 00:00:00.000"	51	"M"	"S"	"Y"	2	"4435-334"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"13938"	"SNC000005936330"	"2008-12-09 00:00:00.000"	60	"F"	""	"N"	0	"4425-668"	"PORTO"	"MAIA"
"13939"	"SNC000005937406"	"2009-06-23 00:00:00.000"	52	"F"	""	"Y"	3	"4250-235"	"PORTO"	"PORTO"
"13940"	"SNC000005938335"	"2009-05-25 00:00:00.000"	56	"F"	"S"	"N"	0	"4400-072"	"PORTO"	"V.N.GAIA"
"13941"	"SNC000005938642"	"2008-08-15 00:00:00.000"	53	"M"	"S"	"N"	0	"4435-202"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"13942"	"SNC000005939623"	"2009-03-10 00:00:00.000"	51	"M"	""	"Y"	1	"4425-036"	"PORTO"	"MAIA"
"13943"	"SNC000005940259"	"2010-05-13 00:00:00.000"	51	"M"	"S"	"N"	0	"4200-376"	"PORTO"	"PORTO"
"13944"	"SNC000005940306"	"2011-06-17 00:00:00.000"	52	"F"	""	"N"	0	"4585-874"	"PORTO"	"REBORDOSA"
"13945"	"SNC000005942050"	"2009-03-12 00:00:00.000"	52	"M"	""	"Y"	2	"4460-728"	"PORTO"	"CUSTÓIAS MTS"
"13946"	"SNC000005942765"	"2009-06-29 00:00:00.000"	52	"M"	"M"	"Y"	4	"4435-336"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"13947"	"SNC000005943473"	"2009-06-12 00:00:00.000"	53	"F"	"S"	"N"	0	"4470-197"	"PORTO"	"MAIA"
"13948"	"SNC000005943985"	"2008-01-01 00:00:00.000"	54	"M"	"S"	"Y"	1	"4400-124"	"PORTO"	"V.N.Gaia"
"13949"	"SNC000005945977"	"2009-04-24 00:00:00.000"	50	"F"	""	"Y"	2	"4475-627"	"PORTO"	"MAIA"
"13950"	"SNC000005946350"	"2011-03-09 00:00:00.000"	55	"M"	"S"	"N"	0	"4480-654"	"PORTO"	"VILA DO CONDE"
"13951"	"SNC000005949726"	"2010-08-10 00:00:00.000"	59	"M"	""	"N"	0	"4250-238"	"PORTO"	"PORTO"
"13952"	"SNC000005951730"	"2008-10-02 00:00:00.000"	52	"M"	"M"	"N"	0	"4435-104"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"13953"	"SNC000005953620"	"2008-12-09 00:00:00.000"	58	"F"	"S"	"N"	0	"4425-162"	"PORTO"	"MAIA"
"13954"	"SNC000005953805"	"2009-12-14 00:00:00.000"	55	"M"	"S"	"N"	0	"4430-533"	"PORTO"	"V.N.GAIA"
"13955"	"SNC000005954122"	"2009-05-20 00:00:00.000"	53	"M"	"M"	"Y"	1	"4300"	"PORTO"	"PORTO"
"13956"	"SNC000005954547"	"2008-09-25 00:00:00.000"	67	"M"	"M"	"Y"	3	"4460-397"	"PORTO"	"SENHORA DA HORA"
"13957"	"SNC000005954631"	"2011-10-07 00:00:00.000"	56	"M"	"S"	"N"	0	"4435-667"	"RIO TINTO - GONDOMAR"	"BAGUIM DO MONTE"
"13958"	"SNC000005955006"	"2010-04-02 00:00:00.000"	53	"M"	"M"	"Y"	2	"4445-474"	"PORTO"	"ERMESINDE"
"13959"	"SNC000005955088"	"2010-04-02 00:00:00.000"	52	"M"	"M"	"Y"	4	"4485-862"	"PORTO"	"VILA CHÃ VCD"
"13960"	"SNC000005956694"	"2009-07-31 00:00:00.000"	51	"F"	"S"	"N"	0	"4465-084"	"PORTO"	"SÃO MAMEDE DE INFESTA"
"13961"	"SNC000005956845"	"2009-03-12 00:00:00.000"	51	"M"	""	"Y"	1	"4200-065"	"PORTO"	"PORTO"
"13962"	"SNC000005957055"	"2008-10-31 00:00:00.000"	61	"M"	"M"	"N"	0	"4100-246"	"PORTO"	"PORTO"
"13963"	"SNC000005957257"	"2009-07-21 00:00:00.000"	54	"F"	"M"	"Y"	3	"4050-637"	"PORTO"	"PORTO"
"13964"	"SNC000005957265"	"2009-03-10 00:00:00.000"	52	"F"	""	"Y"	3	"4250-047"	"PORTO"	"PORTO"
"13965"	"SNC000005957355"	"2009-05-04 00:00:00.000"	54	"F"	""	"N"	0	"4410-151"	"PORTO"	"SÃO FÉLIX DA MARINHA"
"13966"	"SNC000005960996"	"2011-06-17 00:00:00.000"	64	"M"	""	"Y"	1	"4250-066"	"PORTO"	"PORTO"
"13967"	"SNC000005962622"	"2009-01-08 00:00:00.000"	63	"F"	"M"	"Y"	2	"4250-206"	"PORTO"	"PORTO"
"13968"	"SNC000005963923"	"2009-04-23 00:00:00.000"	58	"M"	"M"	"Y"	2	"4250-368"	"PORTO"	"PORTO"
"13969"	"SNC000005965982"	"2009-05-20 00:00:00.000"	57	"M"	"S"	"N"	0	"4000-021"	"PORTO"	"PORTO"
"13970"	"SNC000005966579"	"2012-04-24 00:00:00.000"	56	"M"	"S"	"Y"	1	"4000-119"	"PORTO"	"PORTO"
"13971"	"SNC000005967574"	"2009-06-29 00:00:00.000"	57	"F"	""	"N"	0	"4575-077"	"PORTO"	"ALPENDURADA E MATOS"
"13972"	"SNC000005968332"	"2008-08-04 00:00:00.000"	62	"M"	"S"	"Y"	1	"4465-720"	"PORTO"	"LEÇA DO BALIO"
"13973"	"SNC000005970839"	"2009-06-29 00:00:00.000"	57	"F"	"M"	"N"	1	"4410-305"	"PORTO"	"CANELAS VNG"
"13974"	"SNC000005970863"	"2008-11-17 00:00:00.000"	46	"F"	"M"	"N"	0	"4000-101"	"PORTO"	"PORTO"
"13975"	"SNC000005971404"	"2012-01-31 00:00:00.000"	56	"M"	""	"N"	0	"4420-149"	"RIO TINTO - GONDOMAR"	"GONDOMAR"
"13976"	"SNC000005972646"	"2009-07-24 00:00:00.000"	52	"F"	"S"	"N"	0	"4300-464"	"PORTO"	"PORTO"
"13977"	"SNC000005973151"	"2009-07-21 00:00:00.000"	61	"F"	""	"Y"	3	"4435-024"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"13978"	"SNC000005973491"	"2010-09-14 00:00:00.000"	59	"M"	"M"	"N"	0	"4050-217"	"PORTO"	"PORTO"
"13979"	"SNC000005976743"	"2008-08-15 00:00:00.000"	75	"F"	"S"	"N"	1	"4810-497"	"BRAGA"	"GUIMARÃES"
"13980"	"SNC000005976875"	"2010-05-13 00:00:00.000"	63	"M"	"M"	"Y"	4	"4400-057"	"PORTO"	"V.N.GAIA"
"13981"	"SNC000005977851"	"2009-06-12 00:00:00.000"	58	"M"	"M"	"Y"	1	"4430-458"	"PORTO"	"V.N.GAIA"
"13982"	"SNC000005978378"	"2009-06-12 00:00:00.000"	61	"M"	""	"Y"	1	"4435-491"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"13983"	"SNC000005978381"	"2008-11-17 00:00:00.000"	60	"F"	""	"N"	0	"4435-666"	"RIO TINTO - GONDOMAR"	"BAGUIM DO MONTE"
"13984"	"SNC000005978944"	"2011-03-09 00:00:00.000"	61	"M"	""	"N"	0	"4460-769"	"PORTO"	"CUSTÓIAS MTS"
"13985"	"SNC000005979111"	"2010-12-10 00:00:00.000"	55	"F"	""	"Y"	1	"4585-544"	"PORTO"	"SOBREIRA"
"13986"	"SNC000005980114"	"2009-03-12 00:00:00.000"	61	"F"	"M"	"Y"	1	"4510-119"	"PORTO"	"JOVIM"
"13987"	"SNC000005980617"	"2009-02-11 00:00:00.000"	51	"M"	"M"	"Y"	1	"4465-067"	"PORTO"	"SÃO MAMEDE DE INFESTA"
"13988"	"SNC000005981889"	"2009-07-31 00:00:00.000"	57	"F"	"M"	"N"	0	"4100-084"	"PORTO"	"PORTO"
"13989"	"SNC000005982169"	"2008-09-25 00:00:00.000"	53	"M"	""	"Y"	1	"4430-476"	"PORTO"	"V.N.GAIA"
"13990"	"SNC000005983419"	"2009-11-20 00:00:00.000"	61	"F"	"M"	"N"	3	"4410-286"	"PORTO"	"CANELAS VNG"
"13991"	"SNC000005984288"	"2010-09-14 00:00:00.000"	83	"M"	"M"	"N"	0	"4100-015"	"PORTO"	"PORTO"
"13992"	"SNC000005986501"	"2011-08-17 00:00:00.000"	56	"F"	""	"N"	0	"4000-037"	"PORTO"	"PORTO"
"13993"	"SNC000005987083"	"2009-02-11 00:00:00.000"	56	"M"	"M"	"Y"	3	"4250-059"	"PORTO"	"PORTO"
"13994"	"SNC000005987585"	"2008-08-15 00:00:00.000"	55	"M"	"M"	"Y"	1	"4350-094"	"PORTO"	"PORTO"
"13995"	"SNC000005987876"	"2008-01-01 00:00:00.000"	53	"F"	"S"	"N"	0	"4430-371"	"PORTO"	"V.N.GAIA"
"13996"	"SNC000005988527"	"2008-12-06 00:00:00.000"	60	"F"	""	"Y"	1	"4450-001"	"PORTO"	"MATOSINHOS"
"13997"	"SNC000005989093"	"2008-01-01 00:00:00.000"	58	"M"	"S"	"Y"	1	"4050-257"	"PORTO"	"PORTO"
"13998"	"SNC000005989857"	"2010-09-14 00:00:00.000"	59	"F"	"M"	"N"	0	"4400-457"	"PORTO"	"V.N.GAIA"
"13999"	"SNC000005990907"	"2009-05-20 00:00:00.000"	52	"M"	"M"	"Y"	1	"4150-480"	"PORTO"	"PORTO"
"14000"	"SNC000005995497"	"2008-08-13 00:00:00.000"	53	"M"	"M"	"Y"	1	"4100-096"	"PORTO"	"PORTO"
"14001"	"SNC000005995896"	"2008-01-01 00:00:00.000"	59	"M"	"M"	"Y"	4	"4425-616"	"PORTO"	"MAIA"
"14002"	"SNC000005997309"	"2010-04-02 00:00:00.000"	55	"F"	""	"N"	0	"4200"	"PORTO"	"PORTO"
"14003"	"SNC000005998019"	"2009-02-11 00:00:00.000"	55	"F"	"M"	"Y"	1	"4465-118"	"PORTO"	"SÃO MAMEDE DE INFESTA"
"14004"	"SNC000005998571"	"2009-04-23 00:00:00.000"	66	"M"	""	"Y"	1	"4435-029"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"14005"	"SNC000006027076"	"2008-11-17 00:00:00.000"	62	"F"	"S"	"N"	0	"4250-441"	"PORTO"	"PORTO"
"14006"	"SNC000006039816"	"2009-01-08 00:00:00.000"	61	"F"	"S"	"N"	0	"4425-077"	"PORTO"	"MAIA"
"14007"	"SNC000006048465"	"2011-08-17 00:00:00.000"	55	"F"	"S"	"Y"	1	"4425-077"	"PORTO"	"MAIA"
"14008"	"SNC000006054279"	"2008-09-25 00:00:00.000"	53	"M"	""	"Y"	2	"4420-091"	"RIO TINTO - GONDOMAR"	"GONDOMAR"
"14009"	"SNC000006070114"	"2009-03-12 00:00:00.000"	62	"F"	""	"Y"	1	"4250-231"	"PORTO"	"PORTO"
"14010"	"SNC000006076711"	"2009-05-25 00:00:00.000"	52	"F"	"S"	"N"	0	"4000-145"	"PORTO"	"PORTO"
"14011"	"SNC000006089249"	"2009-04-07 00:00:00.000"	52	"F"	"M"	"Y"	2	"4050-426"	"PORTO"	"PORTO"
"14012"	"SNC000006098271"	"2010-05-13 00:00:00.000"	60	"M"	"M"	"Y"	2	"4435-298"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"14013"	"SNC000006106877"	"2008-10-09 00:00:00.000"	53	"F"	"M"	"Y"	2	"4435-823"	"RIO TINTO - GONDOMAR"	"BAGUIM DO MONTE"
"14014"	"SNC000006106881"	"2008-01-01 00:00:00.000"	62	"M"	"S"	"Y"	1	"4050-484"	"PORTO"	"PORTO"
"14015"	"SNC000006152789"	"2009-04-23 00:00:00.000"	56	"M"	"S"	"N"	0	"4300"	"PORTO"	"PORTO"
"14016"	"SNC000006160371"	"2011-10-07 00:00:00.000"	62	"M"	"S"	"Y"	1	"6430-062"	"OUTROS"	"FONTE LONGA MDA"
"14017"	"SNC000006170453"	"2009-05-20 00:00:00.000"	68	"F"	"M"	"N"	3	"4000-488"	"PORTO"	"PORTO"
"14018"	"SNC000006170601"	"2010-04-02 00:00:00.000"	70	"F"	"M"	"Y"	1	"4100-338"	"PORTO"	"PORTO"
"14019"	"SNC000006173515"	"2008-08-15 00:00:00.000"	59	"M"	""	"N"	0	"4430-059"	"PORTO"	"V.N.GAIA"
"14020"	"SNC000006175805"	"2010-04-02 00:00:00.000"	65	"M"	"S"	"N"	0	"4405-566"	"PORTO"	"V.N.GAIA"
"14021"	"SNC000006189439"	"2008-08-15 00:00:00.000"	63	"F"	""	"Y"	3	"4435-419"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"14022"	"SNC000006195766"	"2010-05-16 00:00:00.000"	60	"M"	""	"Y"	3	"5130-074"	"OUTROS"	"ERVEDOSA DO DOURO"
"14023"	"SNC000006197756"	"2008-08-15 00:00:00.000"	73	"M"	"M"	"Y"	1	"4435-275"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
